,item_id,product_category_name,month_year,qty,total_price,unit_price,product_name_lenght,product_description_lenght,customers,holiday,volume,comp_price
41,consoles1,consoles_games,01-07-2018,1,36.2,36.2,49,100,1,1,2304,36.2
42,garden7,garden_tools,01-04-2017,1,59.9,59.9,57,339,17,2,32560,59.9
43,garden7,garden_tools,01-05-2017,1,59.9,59.9,57,339,34,1,32560,59.9
44,garden7,garden_tools,01-07-2017,4,239.6,59.9,57,339,74,1,32560,59.9
45,garden7,garden_tools,01-08-2017,6,359.4,59.9,57,339,113,1,32560,59.9
46,garden7,garden_tools,01-09-2017,5,299.5,59.9,57,339,115,1,32560,59.9
47,garden7,garden_tools,01-10-2017,11,658.9,59.9,57,339,146,2,32560,59.9
48,garden7,garden_tools,01-11-2017,20,1043.6,51.32222222,57,339,339,4,32560,53.78571429
49,garden7,garden_tools,01-12-2017,10,571.8,56.97777778,57,339,184,1,32560,55.75
50,garden7,garden_tools,01-01-2018,11,548.9,49.9,57,339,137,2,32560,49.9
51,garden7,garden_tools,01-02-2018,8,411.2,51.4,57,339,160,2,32560,50.35714286
52,garden7,garden_tools,01-03-2018,3,161.7,53.9,57,339,116,1,32560,53.9
53,garden7,garden_tools,01-04-2018,8,431.2,53.9,57,339,111,1,32560,53.9
54,garden7,garden_tools,01-05-2018,9,477.1,52.9,57,339,102,3,32560,53.05789474
55,garden7,garden_tools,01-06-2018,5,249.5,49.9,57,339,58,0,32560,49.9
56,garden7,garden_tools,01-07-2018,6,299.4,49.9,57,339,54,1,32560,49.9
57,garden7,garden_tools,01-08-2018,7,349.3,49.9,57,339,46,1,32560,49.9
58,health9,health_beauty,01-02-2017,11,219.89,19.99,48,575,19,2,4500,64.99
59,health9,health_beauty,01-03-2017,9,179.91,19.99,48,575,25,1,4500,64.99
60,health9,health_beauty,01-04-2017,13,259.87,19.99,48,575,23,2,4500,64.99
61,health9,health_beauty,01-05-2017,16,319.84,19.99,48,575,41,1,4500,64.99
62,health9,health_beauty,01-06-2017,21,419.79,19.99,48,575,53,1,4500,58.79952381
63,health9,health_beauty,01-07-2017,29,579.71,19.99,48,575,61,1,4500,59.25666667
64,health9,health_beauty,01-08-2017,28,651.72,23.39740741,48,575,82,1,4500,58.99
65,health9,health_beauty,01-09-2017,24,575.76,23.99,48,575,89,1,4500,58.99
66,health9,health_beauty,01-10-2017,27,647.73,23.99,48,575,81,2,4500,58.99
67,health9,health_beauty,01-11-2017,28,671.72,23.99,48,575,139,4,4500,58.99
68,health9,health_beauty,01-12-2017,19,455.81,23.99,48,575,112,1,4500,58.99
69,health9,health_beauty,01-01-2018,19,455.81,23.99,48,575,98,2,4500,58.99
70,health9,health_beauty,01-02-2018,14,335.86,23.99,48,575,126,2,4500,58.99
71,health9,health_beauty,01-03-2018,8,191.92,23.99,48,575,169,1,4500,58.99
72,health9,health_beauty,01-05-2018,7,167.93,23.99,48,575,159,3,4500,58.99
73,health9,health_beauty,01-06-2018,3,71.97,23.99,48,575,131,0,4500,58.99
74,health9,health_beauty,01-07-2018,3,71.97,23.99,48,575,113,1,4500,58.99
75,health9,health_beauty,01-08-2018,2,47.98,23.99,48,575,127,1,4500,58.99
76,cool4,cool_stuff,01-07-2017,1,134.99,134.99,40,1456,42,1,16530,134.99
77,cool4,cool_stuff,01-08-2017,1,134.99,134.99,40,1456,39,1,16530,134.99
78,cool4,cool_stuff,01-10-2017,12,1763.88,146.99,40,1456,33,2,16530,146.99
79,cool4,cool_stuff,01-11-2017,27,4248.73,157.3603704,40,1456,42,4,16530,157.3603704
80,cool4,cool_stuff,01-12-2017,29,4842.71,166.99,40,1456,38,1,16530,166.99
81,cool4,cool_stuff,01-01-2018,13,2170.87,166.99,40,1456,102,2,16530,29.5
82,cool4,cool_stuff,01-02-2018,8,1415.92,176.99,40,1456,20,2,16530,176.99
83,cool4,cool_stuff,01-03-2018,11,1911.89,173.8081818,40,1456,45,1,16530,35.0
84,cool4,cool_stuff,01-04-2018,6,1019.94,169.99,40,1456,18,1,16530,35.0
85,health3,health_beauty,01-01-2018,1,110.99,110.99,50,1257,98,2,5700,58.99
86,health3,health_beauty,01-02-2018,2,221.98,110.99,50,1257,126,2,5700,58.99
87,health3,health_beauty,01-03-2018,9,998.91,110.99,50,1257,169,1,5700,58.99
88,health3,health_beauty,01-04-2018,13,1514.87,116.5284615,50,1257,118,1,5700,58.99
89,health3,health_beauty,01-05-2018,23,2759.77,119.99,50,1257,159,3,5700,58.99
90,health3,health_beauty,01-06-2018,43,5288.57,122.99,50,1257,131,0,5700,58.99
91,health3,health_beauty,01-07-2018,33,4058.67,122.99,50,1257,113,1,5700,58.99
92,health3,health_beauty,01-08-2018,32,3935.68,122.99,50,1257,127,1,5700,58.99
93,perfumery1,perfumery,01-06-2017,4,227.96,56.99,54,1536,4,1,3360,56.99
94,perfumery1,perfumery,01-07-2017,7,398.93,56.99,54,1536,7,1,3360,56.99
95,perfumery1,perfumery,01-08-2017,7,398.93,56.99,54,1536,8,1,3360,56.99
96,perfumery1,perfumery,01-09-2017,17,968.83,56.99,54,1536,18,1,3360,56.99
97,perfumery1,perfumery,01-10-2017,17,968.83,56.99,54,1536,19,2,3360,56.99
98,perfumery1,perfumery,01-11-2017,20,1139.8,56.99,54,1536,27,4,3360,56.99
99,perfumery1,perfumery,01-12-2017,24,1367.76,56.99,54,1536,34,1,3360,56.99
100,perfumery1,perfumery,01-01-2018,10,569.9,56.99,54,1536,15,2,3360,56.99
101,perfumery1,perfumery,01-02-2018,4,227.96,56.99,54,1536,12,2,3360,56.99
102,perfumery1,perfumery,01-03-2018,14,706.86,50.49,54,1536,18,1,3360,50.49
103,perfumery1,perfumery,01-04-2018,2,99.98,49.99,54,1536,10,1,3360,49.99
104,perfumery1,perfumery,01-07-2018,8,399.92,49.99,54,1536,13,1,3360,49.99
105,perfumery1,perfumery,01-08-2018,4,199.96,49.99,54,1536,19,1,3360,49.99
106,cool5,cool_stuff,01-04-2017,2,199.98,99.99,54,995,33,2,32736,99.99
107,cool5,cool_stuff,01-05-2017,18,1799.82,99.99,54,995,58,1,32736,99.99
108,cool5,cool_stuff,01-06-2017,11,1099.89,99.99,54,995,42,1,32736,99.99
109,cool5,cool_stuff,01-07-2017,14,1399.86,99.99,54,995,42,1,32736,99.99
110,cool5,cool_stuff,01-08-2017,8,799.92,99.99,54,995,39,1,32736,99.99
111,cool5,cool_stuff,01-09-2017,6,599.94,99.99,54,995,10,1,32736,29.5
112,cool5,cool_stuff,01-10-2017,9,899.91,99.99,54,995,33,2,32736,99.99
113,cool5,cool_stuff,01-11-2017,2,199.98,99.99,54,995,42,4,32736,99.99
114,cool5,cool_stuff,01-12-2017,3,299.97,99.99,54,995,38,1,32736,99.99
115,cool5,cool_stuff,01-01-2018,6,599.94,99.99,54,995,102,2,32736,29.5
116,cool5,cool_stuff,01-02-2018,9,899.91,99.99,54,995,20,2,32736,99.99
117,cool5,cool_stuff,01-03-2018,5,489.76,97.952,54,995,45,1,32736,35.0
118,cool5,cool_stuff,01-04-2018,4,338.77,84.6925,54,995,18,1,32736,35.0
119,health8,health_beauty,01-03-2017,6,539.94,89.99,59,492,25,1,3960,64.99
120,health8,health_beauty,01-05-2017,6,539.94,89.99,59,492,41,1,3960,64.99
121,health8,health_beauty,01-06-2017,9,809.91,89.99,59,492,53,1,3960,58.79952381
122,health8,health_beauty,01-07-2017,17,1529.83,89.99,59,492,61,1,3960,59.25666667
123,health8,health_beauty,01-08-2017,18,1619.82,89.99,59,492,82,1,3960,58.99
124,health8,health_beauty,01-09-2017,21,1889.79,89.99,59,492,89,1,3960,58.99
125,health8,health_beauty,01-10-2017,24,2159.76,89.99,59,492,81,2,3960,58.99
126,health8,health_beauty,01-11-2017,26,2339.74,89.99,59,492,139,4,3960,58.99
127,health8,health_beauty,01-12-2017,19,1709.81,89.99,59,492,112,1,3960,58.99
128,health8,health_beauty,01-01-2018,20,1799.8,89.99,59,492,98,2,3960,58.99
129,health8,health_beauty,01-02-2018,17,1529.83,89.99,59,492,126,2,3960,58.99
130,health8,health_beauty,01-03-2018,16,1339.84,83.74,59,492,169,1,3960,58.99
131,health8,health_beauty,01-04-2018,14,1119.86,79.99,59,492,118,1,3960,58.99
132,health8,health_beauty,01-05-2018,16,1279.84,79.99,59,492,159,3,3960,58.99
133,health8,health_beauty,01-06-2018,13,1039.87,79.99,59,492,131,0,3960,58.99
134,health8,health_beauty,01-07-2018,10,799.9,79.99,59,492,113,1,3960,58.99
135,health8,health_beauty,01-08-2018,7,579.75,82.82142857,59,492,127,1,3960,58.99
136,garden4,garden_tools,01-07-2017,13,778.7,59.9,57,366,74,1,19800,59.9
137,garden4,garden_tools,01-08-2017,23,1377.7,59.9,57,366,113,1,19800,59.9
138,garden4,garden_tools,01-09-2017,13,778.7,59.9,57,366,115,1,19800,59.9
139,garden4,garden_tools,01-10-2017,36,2156.4,59.9,57,366,146,2,19800,59.9
140,garden4,garden_tools,01-11-2017,69,3711.7,53.78571429,57,366,339,4,19800,53.78571429
141,garden4,garden_tools,01-12-2017,44,2468.6,55.75,57,366,184,1,19800,55.75
142,garden4,garden_tools,01-01-2018,39,1946.1,49.9,57,366,137,2,19800,49.9
143,garden4,garden_tools,01-02-2018,48,2411.2,50.35714286,57,366,160,2,19800,50.35714286
144,garden4,garden_tools,01-03-2018,26,1401.4,53.9,57,366,116,1,19800,53.9
145,garden4,garden_tools,01-04-2018,28,1509.2,53.9,57,366,111,1,19800,53.9
146,garden4,garden_tools,01-05-2018,25,1319.5,53.05789474,57,366,102,3,19800,53.05789474
147,garden4,garden_tools,01-06-2018,15,748.5,49.9,57,366,58,0,19800,49.9
148,garden4,garden_tools,01-07-2018,3,149.7,49.9,57,366,54,1,19800,49.9
149,garden4,garden_tools,01-08-2018,6,299.4,49.9,57,366,46,1,19800,49.9
150,computers5,computers_accessories,01-10-2017,1,167.0,167.0,33,300,31,2,2926,167.0
151,computers5,computers_accessories,01-12-2017,2,239.8,119.9,33,300,35,1,2926,109.9
152,computers5,computers_accessories,01-01-2018,57,5453.96,93.09489362,33,300,152,2,2926,97.6425
153,computers5,computers_accessories,01-02-2018,45,3465.8,77.155,33,300,202,2,2926,78.7122807
154,computers5,computers_accessories,01-03-2018,6,528.0,88.0,33,300,127,1,2926,81.02391304
155,computers5,computers_accessories,01-04-2018,10,880.0,88.0,33,300,107,1,2926,80.66666667
156,computers5,computers_accessories,01-06-2018,3,269.7,89.9,33,300,66,0,2926,78.9
157,computers5,computers_accessories,01-07-2018,3,236.7,78.9,33,300,43,1,2926,77.9
158,garden10,garden_tools,01-05-2017,3,179.7,59.9,59,341,34,1,32560,59.9
159,garden10,garden_tools,01-06-2017,3,179.7,59.9,59,341,26,1,32560,59.9
160,garden10,garden_tools,01-07-2017,19,1138.1,59.9,59,341,74,1,32560,59.9
161,garden10,garden_tools,01-08-2017,27,1617.3,59.9,59,341,113,1,32560,59.9
162,garden10,garden_tools,01-09-2017,17,1018.3,59.9,59,341,115,1,32560,59.9
163,garden10,garden_tools,01-10-2017,31,1856.9,59.9,59,341,146,2,32560,59.9
164,garden10,garden_tools,01-11-2017,87,4712.19,53.64828125,59,341,339,4,32560,53.78571429
165,garden10,garden_tools,01-12-2017,32,1769.7,55.425,59,341,184,1,32560,55.75
166,garden10,garden_tools,01-01-2018,29,1447.1,49.9,59,341,137,2,32560,49.9
167,garden10,garden_tools,01-02-2018,36,1828.4,50.9,59,341,160,2,32560,50.35714286
168,garden10,garden_tools,01-03-2018,35,1886.5,53.9,59,341,116,1,32560,53.9
169,garden10,garden_tools,01-04-2018,13,700.7,53.9,59,341,111,1,32560,53.9
170,garden10,garden_tools,01-05-2018,29,1559.1,53.70952381,59,341,102,3,32560,53.05789474
171,garden10,garden_tools,01-06-2018,6,299.4,49.9,59,341,58,0,32560,49.9
172,garden10,garden_tools,01-07-2018,14,698.6,49.9,59,341,54,1,32560,49.9
173,garden10,garden_tools,01-08-2018,10,499.0,49.9,59,341,46,1,32560,49.9
174,computers6,computers_accessories,01-01-2018,22,3307.8,150.3545455,48,894,152,2,4840,97.6425
175,computers6,computers_accessories,01-02-2018,69,10343.1,149.9,48,894,202,2,4840,78.7122807
176,computers6,computers_accessories,01-03-2018,51,7644.9,149.9,48,894,127,1,4840,81.02391304
177,computers6,computers_accessories,01-04-2018,35,5246.5,149.9,48,894,107,1,4840,80.66666667
178,computers6,computers_accessories,01-05-2018,52,7794.8,149.9,48,894,78,3,4840,79.8
179,computers6,computers_accessories,01-06-2018,27,4047.3,149.9,48,894,66,0,4840,78.9
180,computers6,computers_accessories,01-07-2018,13,1948.7,149.9,48,894,43,1,4840,77.9
181,computers6,computers_accessories,01-08-2018,5,749.5,149.9,48,894,18,1,4840,77.9
182,health6,health_beauty,01-01-2018,3,185.97,61.99,50,1257,98,2,2964,58.99
183,health6,health_beauty,01-03-2018,13,805.87,61.99,50,1257,169,1,2964,58.99
184,health6,health_beauty,01-04-2018,15,974.85,64.99,50,1257,118,1,2964,58.99
185,health6,health_beauty,01-05-2018,38,2469.62,64.99,50,1257,159,3,2964,58.99
186,health6,health_beauty,01-06-2018,26,1741.74,66.99,50,1257,131,0,2964,58.99
187,health6,health_beauty,01-07-2018,27,1808.73,66.99,50,1257,113,1,2964,58.99
188,health6,health_beauty,01-08-2018,28,1875.72,66.99,50,1257,127,1,2964,58.99
189,garden6,garden_tools,01-05-2017,4,239.6,59.9,56,348,34,1,19800,59.9
190,garden6,garden_tools,01-06-2017,1,59.9,59.9,56,348,26,1,19800,59.9
191,garden6,garden_tools,01-07-2017,14,838.6,59.9,56,348,74,1,19800,59.9
192,garden6,garden_tools,01-08-2017,39,2336.1,59.9,56,348,113,1,19800,59.9
193,garden6,garden_tools,01-09-2017,37,2216.3,59.9,56,348,115,1,19800,59.9
194,garden6,garden_tools,01-10-2017,39,2336.1,59.9,56,348,146,2,19800,59.9
195,garden6,garden_tools,01-11-2017,91,4769.7,52.40694444,56,348,339,4,19800,53.78571429
196,garden6,garden_tools,01-12-2017,51,2881.6,55.1,56,348,184,1,19800,55.75
197,garden6,garden_tools,01-01-2018,12,598.8,49.9,56,348,137,2,19800,49.9
198,garden6,garden_tools,01-02-2018,39,1970.1,50.54516129,56,348,160,2,19800,50.35714286
199,garden6,garden_tools,01-03-2018,31,1670.9,53.9,56,348,116,1,19800,53.9
200,garden6,garden_tools,01-04-2018,46,2479.4,53.9,56,348,111,1,19800,53.9
201,garden6,garden_tools,01-05-2018,56,2982.4,53.41515152,56,348,102,3,19800,53.05789474
202,garden6,garden_tools,01-06-2018,12,598.8,49.9,56,348,58,0,19800,49.9
203,garden6,garden_tools,01-07-2018,6,299.46,49.91,56,348,54,1,19800,49.9
204,garden6,garden_tools,01-08-2018,6,299.46,49.91,56,348,46,1,19800,49.9
205,health10,health_beauty,01-02-2018,21,994.04,47.35789474,40,409,126,2,3762,58.99
206,health10,health_beauty,01-03-2018,58,2809.65,48.45944444,40,409,169,1,3762,58.99
207,health10,health_beauty,01-04-2018,18,965.91,53.70176471,40,409,118,1,3762,58.99
208,health10,health_beauty,01-05-2018,33,1723.08,52.06928571,40,409,159,3,3762,58.99
209,health10,health_beauty,01-06-2018,9,449.82,49.98,40,409,131,0,3762,58.99
210,health10,health_beauty,01-07-2018,5,257.56,51.512,40,409,113,1,3762,58.99
211,health10,health_beauty,01-08-2018,11,557.85,50.71,40,409,127,1,3762,58.99
212,watches2,watches_gifts,01-06-2017,5,789.95,157.99,35,591,17,1,4480,185.0
213,watches2,watches_gifts,01-07-2017,6,1016.95,171.792,35,591,29,1,4480,197.383
214,watches2,watches_gifts,01-08-2017,5,849.5,169.9,35,591,48,1,4480,179.9
215,watches2,watches_gifts,01-09-2017,10,1604.0,160.4,35,591,54,1,4480,164.57
216,watches2,watches_gifts,01-10-2017,16,2391.6,149.475,35,591,43,2,4480,232.49
217,watches2,watches_gifts,01-11-2017,26,3660.0,140.56,35,591,91,4,4480,174.4333333
218,watches2,watches_gifts,01-12-2017,6,894.0,149.0,35,591,73,1,4480,185.96
219,watches2,watches_gifts,01-01-2018,8,1188.0,148.5,35,591,59,2,4480,199.0
220,watches2,watches_gifts,01-02-2018,14,2043.92,145.9942857,35,591,90,2,4480,182.0
221,watches2,watches_gifts,01-03-2018,9,1115.7,123.9666667,35,591,125,1,4480,151.8784375
222,watches2,watches_gifts,01-04-2018,10,1191.9,119.19,35,591,178,1,4480,150.1333333
223,watches2,watches_gifts,01-05-2018,22,2598.9,118.1318182,35,591,260,3,4480,132.53125
224,watches2,watches_gifts,01-06-2018,1,139.9,139.9,35,591,93,0,4480,138.22
225,watches2,watches_gifts,01-07-2018,5,694.9,138.98,35,591,122,1,4480,155.0
226,watches2,watches_gifts,01-08-2018,3,414.0,138.0,35,591,61,1,4480,145.5509091
227,health1,health_beauty,01-08-2017,3,254.97,84.99,49,1495,82,1,8151,58.99
228,health1,health_beauty,01-09-2017,4,339.96,84.99,49,1495,89,1,8151,58.99
229,health1,health_beauty,01-10-2017,3,254.97,84.99,49,1495,81,2,8151,58.99
230,health1,health_beauty,01-11-2017,36,3059.64,84.99,49,1495,139,4,8151,58.99
231,health1,health_beauty,01-12-2017,50,4249.5,84.99,49,1495,112,1,8151,58.99
232,health1,health_beauty,01-01-2018,13,1104.87,84.99,49,1495,98,2,8151,58.99
233,health1,health_beauty,01-02-2018,7,594.93,84.99,49,1495,126,2,8151,58.99
234,health1,health_beauty,01-03-2018,4,339.96,84.99,49,1495,169,1,8151,58.99
235,health1,health_beauty,01-06-2018,2,169.98,84.99,49,1495,131,0,8151,58.99
236,garden8,garden_tools,01-02-2017,1,179.99,179.99,33,2188,3,2,8000,179.99
237,garden8,garden_tools,01-04-2017,3,539.97,179.99,33,2188,17,2,8000,179.99
238,garden8,garden_tools,01-09-2017,2,359.98,179.99,33,2188,115,1,8000,59.9
239,garden8,garden_tools,01-10-2017,6,1079.94,179.99,33,2188,146,2,8000,59.9
240,garden8,garden_tools,01-11-2017,13,2339.87,179.99,33,2188,339,4,8000,53.78571429
241,garden8,garden_tools,01-12-2017,15,2759.85,183.99,33,2188,184,1,8000,55.75
242,garden8,garden_tools,01-01-2018,14,2629.96,187.8542857,33,2188,137,2,8000,49.9
243,garden8,garden_tools,01-02-2018,12,2148.0,179.0,33,2188,160,2,8000,50.35714286
244,garden8,garden_tools,01-03-2018,13,2277.0,175.1538462,33,2188,116,1,8000,53.9
245,garden8,garden_tools,01-04-2018,11,1969.0,179.0,33,2188,111,1,8000,53.9
246,garden8,garden_tools,01-05-2018,3,537.0,179.0,33,2188,102,3,8000,53.05789474
247,garden8,garden_tools,01-06-2018,10,1590.0,159.0,33,2188,58,0,8000,49.9
248,garden8,garden_tools,01-07-2018,8,1112.0,139.0,33,2188,54,1,8000,49.9
249,garden8,garden_tools,01-08-2018,7,973.0,139.0,33,2188,46,1,8000,49.9
250,garden9,garden_tools,01-04-2017,3,179.7,59.9,58,340,17,2,19800,59.9
251,garden9,garden_tools,01-05-2017,7,419.3,59.9,58,340,34,1,19800,59.9
252,garden9,garden_tools,01-06-2017,4,239.6,59.9,58,340,26,1,19800,59.9
253,garden9,garden_tools,01-07-2017,19,1138.1,59.9,58,340,74,1,19800,59.9
254,garden9,garden_tools,01-08-2017,21,1257.9,59.9,58,340,113,1,19800,59.9
255,garden9,garden_tools,01-09-2017,23,1377.7,59.9,58,340,115,1,19800,59.9
256,garden9,garden_tools,01-10-2017,19,1138.1,59.9,58,340,146,2,19800,59.9
257,garden9,garden_tools,01-11-2017,82,4397.7,53.37910448,58,340,339,4,19800,53.78571429
258,garden9,garden_tools,01-12-2017,40,2232.6,55.77096774,58,340,184,1,19800,55.75
259,garden9,garden_tools,01-01-2018,25,1247.5,49.9,58,340,137,2,19800,49.9
260,garden9,garden_tools,01-02-2018,44,2247.6,51.025,58,340,160,2,19800,50.35714286
261,garden9,garden_tools,01-03-2018,25,1347.5,53.9,58,340,116,1,19800,53.9
262,garden9,garden_tools,01-04-2018,20,1078.0,53.9,58,340,111,1,19800,53.9
263,garden9,garden_tools,01-05-2018,17,888.3,52.56666667,58,340,102,3,19800,53.05789474
264,garden9,garden_tools,01-06-2018,8,399.2,49.9,58,340,58,0,19800,49.9
265,garden9,garden_tools,01-07-2018,9,449.1,49.9,58,340,54,1,19800,49.9
266,garden9,garden_tools,01-08-2018,7,349.3,49.9,58,340,46,1,19800,49.9
267,watches6,watches_gifts,01-06-2017,4,652.0,163.0,33,523,17,1,2288,185.0
268,watches6,watches_gifts,01-07-2017,11,1777.5,161.5909091,33,523,29,1,2288,197.383
269,watches6,watches_gifts,01-08-2017,13,2088.7,160.6692308,33,523,48,1,2288,179.9
270,watches6,watches_gifts,01-09-2017,18,2762.5,148.7785714,33,523,54,1,2288,164.57
271,watches6,watches_gifts,01-10-2017,1,134.9,134.9,33,523,43,2,2288,232.49
272,watches6,watches_gifts,01-11-2017,15,1995.0,133.0,33,523,91,4,2288,174.4333333
273,watches6,watches_gifts,01-12-2017,4,596.0,149.0,33,523,73,1,2288,185.96
274,watches6,watches_gifts,01-02-2018,6,769.45,128.2416667,33,523,90,2,2288,182.0
275,watches6,watches_gifts,01-03-2018,31,3640.68,117.4412903,33,523,125,1,2288,151.8784375
276,watches6,watches_gifts,01-04-2018,85,8961.49,105.648625,33,523,178,1,2288,150.1333333
277,watches6,watches_gifts,01-05-2018,114,11820.2,103.7925234,33,523,260,3,2288,132.53125
278,watches6,watches_gifts,01-06-2018,9,1071.0,119.0,33,523,93,0,2288,138.22
279,watches6,watches_gifts,01-07-2018,11,1302.0,118.3636364,33,523,122,1,2288,155.0
280,watches6,watches_gifts,01-08-2018,1,112.0,112.0,33,523,61,1,2288,145.5509091
281,cool3,cool_stuff,01-09-2017,1,29.5,29.5,57,787,10,1,7776,29.5
282,cool3,cool_stuff,01-01-2018,76,2242.0,29.5,57,787,102,2,7776,29.5
283,cool3,cool_stuff,01-03-2018,26,910.0,35.0,57,787,45,1,7776,35.0
284,cool3,cool_stuff,01-04-2018,4,140.0,35.0,57,787,18,1,7776,35.0
285,cool3,cool_stuff,01-05-2018,4,140.0,35.0,57,787,4,3,7776,35.0
286,cool3,cool_stuff,01-06-2018,2,130.0,65.0,57,787,2,0,7776,65.0
287,cool3,cool_stuff,01-08-2018,1,65.0,65.0,57,787,1,1,7776,65.0
288,perfumery2,perfumery,01-08-2017,1,142.5,142.5,29,178,8,1,4693,142.5
289,perfumery2,perfumery,01-09-2017,1,142.5,142.5,29,178,18,1,4693,142.5
290,perfumery2,perfumery,01-10-2017,2,285.0,142.5,29,178,19,2,4693,142.5
291,perfumery2,perfumery,01-11-2017,8,944.4,118.05,29,178,27,4,4693,118.05
292,perfumery2,perfumery,01-12-2017,12,1416.0,118.0,29,178,34,1,4693,118.0
293,perfumery2,perfumery,01-01-2018,6,707.4,117.9,29,178,15,2,4693,117.9
294,perfumery2,perfumery,01-02-2018,11,1296.8,117.8888889,29,178,12,2,4693,117.8888889
295,perfumery2,perfumery,01-03-2018,4,470.8,117.7,29,178,18,1,4693,117.7
296,perfumery2,perfumery,01-04-2018,8,943.8,117.975,29,178,10,1,4693,117.975
297,perfumery2,perfumery,01-05-2018,17,2038.3,119.9,29,178,16,3,4693,119.9
298,perfumery2,perfumery,01-06-2018,14,1668.5,119.1785714,29,178,14,0,4693,119.1785714
299,perfumery2,perfumery,01-07-2018,5,593.5,118.7,29,178,13,1,4693,118.7
300,perfumery2,perfumery,01-08-2018,17,1987.4,116.9066667,29,178,19,1,4693,116.9066667
301,cool2,cool_stuff,01-03-2017,8,1039.92,129.99,33,897,22,1,15750,129.99
302,cool2,cool_stuff,01-04-2017,14,1819.86,129.99,33,897,33,2,15750,129.99
303,cool2,cool_stuff,01-05-2017,18,2339.82,129.99,33,897,58,1,15750,129.99
304,cool2,cool_stuff,01-06-2017,17,2209.83,129.99,33,897,42,1,15750,129.99
